,url,event_url,date,result,fighter,opponent,title,method,round,time,format,f_head_sig_str,f_body_sig_str,f_leg_sig_str,f_distance_sig_str,f_clinch_sig_str,f_ground_sig_str,o_head_sig_str,o_body_sig_str,o_leg_sig_str,o_distance_sig_str,o_clinch_sig_str,o_ground_sig_str,f_sig_str_head_perc,f_sig_str_body_perc,f_sig_str_leg_perc,f_sig_str_dist_perc,f_sig_str_clinch_perc,f_sig_str_ground_perc,o_sig_str_head_perc,o_sig_str_body_perc,o_sig_str_leg_perc,o_sig_str_dist_perc,o_sig_str_clinch_perc,o_sig_str_ground_perc
0,http://www.ufcstats.com/fight-details/23a604f460289271,http://www.ufcstats.com/event-details/c945adc22c2bfe8f,2023-09-23,L,Rafael Fiziev,Mateusz Gamrot,Lightweight Bout,KO/TKO,2,2:03,5 Rnd (5-5-5-5-5),4of14,12of16,2of2,18of32,0of0,0of0,11of31,2of5,3of4,13of35,1of1,2of4,0.22,0.66,0.11,1.0,0.0,0.0,0.68,0.12,0.18,0.81,0.06,0.12
1,http://www.ufcstats.com/fight-details/da1b37edb8ccd3e6,http://www.ufcstats.com/event-details/c945adc22c2bfe8f,2023-09-23,W,Bryce Mitchell,Dan Ige,Featherweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),13of22,7of14,3of4,17of29,1of3,5of8,13of47,3of6,2of2,16of51,2of3,0of1,0.56,0.3,0.13,0.73,0.04,0.21,0.72,0.16,0.11,0.88,0.11,0.0
2,http://www.ufcstats.com/fight-details/d8335b728604b222,http://www.ufcstats.com/event-details/c945adc22c2bfe8f,2023-09-23,W,Marina Rodrigue,Michelle Waterson-Gomez,Women's Strawweight Bout,KO/TKO,2,2:42,3 Rnd (5-5-5),47of70,22of30,1of2,12of23,53of73,5of6,7of23,5of7,1of2,4of17,7of9,2of6,0.67,0.31,0.01,0.17,0.75,0.07,0.53,0.38,0.07,0.3,0.53,0.15
3,http://www.ufcstats.com/fight-details/bf647be41de365e4,http://www.ufcstats.com/event-details/c945adc22c2bfe8f,2023-09-23,W,Bryan Battle,AJ Fletcher,Welterweight Bout,Submission,2,4:32,3 Rnd (5-5-5),9of25,34of52,2of3,29of61,16of19,0of0,6of26,6of9,13of16,20of41,5of9,0of1,0.2,0.75,0.04,0.64,0.35,0.0,0.24,0.24,0.52,0.8,0.2,0.0
4,http://www.ufcstats.com/fight-details/6e1bf1b163b3aeab,http://www.ufcstats.com/event-details/c945adc22c2bfe8f,2023-09-23,L,Ricardo Ramo,Charles Jourdain,Featherweight Bout,Submission,1,3:12,3 Rnd (5-5-5),0of6,0of1,0of2,0of9,0of0,0of0,3of4,4of4,1of1,7of8,1of1,0of0,0.33,0.34,0.33,0.33,0.34,0.33,0.37,0.5,0.12,0.87,0.12,0.0
5,http://www.ufcstats.com/fight-details/b78545b32a97ac44,http://www.ufcstats.com/event-details/c945adc22c2bfe8f,2023-09-23,L,Dan Argueta,Miles Johns,Bantamweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),20of67,8of12,5of6,22of70,5of8,6of7,32of77,5of9,6of6,40of84,2of3,1of5,0.6,0.24,0.15,0.66,0.15,0.18,0.74,0.11,0.13,0.93,0.04,0.02
6,http://www.ufcstats.com/fight-details/b3c7a5a97978d156,http://www.ufcstats.com/event-details/c945adc22c2bfe8f,2023-09-23,W,Tim Means,Andre Fialh,Welterweight Bout,KO/TKO,3,1:15,3 Rnd (5-5-5),66of103,33of35,5of5,56of87,30of35,18of21,32of75,15of23,4of5,35of86,16of17,0of0,0.63,0.31,0.04,0.53,0.28,0.17,0.62,0.29,0.07,0.68,0.31,0.0
7,http://www.ufcstats.com/fight-details/1496969c1497dc85,http://www.ufcstats.com/event-details/c945adc22c2bfe8f,2023-09-23,L,Jacob Malkoun,Cody Brundag,Middleweight Bout,DQ,1,4:15,3 Rnd (5-5-5),28of39,0of0,0of0,0of0,0of0,28of39,1of3,0of0,1of1,1of3,0of0,1of1,1.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.5,0.5,0.0,0.5
8,http://www.ufcstats.com/fight-details/49ede01b061cfae3,http://www.ufcstats.com/event-details/c945adc22c2bfe8f,2023-09-23,W,Mohammed Usman,Jake Collier,Heavyweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),58of156,27of35,0of0,83of186,1of3,1of2,53of145,22of25,12of13,80of171,7of12,0of0,0.68,0.31,0.0,0.97,0.01,0.01,0.6,0.25,0.13,0.91,0.08,0.0
9,http://www.ufcstats.com/fight-details/adb411b0f418ce33,http://www.ufcstats.com/event-details/c945adc22c2bfe8f,2023-09-23,W, Mizuk,Hannah Goldy,Women's Strawweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),31of72,20of29,4of4,37of77,17of26,1of2,10of43,26of39,11of13,20of55,27of40,0of0,0.56,0.36,0.07,0.67,0.3,0.01,0.21,0.55,0.23,0.42,0.57,0.0
10,http://www.ufcstats.com/fight-details/0732e6b6eb0a607d,http://www.ufcstats.com/event-details/c945adc22c2bfe8f,2023-09-23,L,Tamires Vidal,Montserrat Rendon,Women's Bantamweight Bout,Decision - Split,3,5:00,3 Rnd (5-5-5),17of59,3of3,40of47,60of108,0of1,0of0,45of148,11of18,13of16,55of151,1of2,13of29,0.28,0.05,0.66,1.0,0.0,0.0,0.65,0.15,0.18,0.79,0.01,0.18
11,http://www.ufcstats.com/fight-details/b395c89e19a3fec4,http://www.ufcstats.com/event-details/8fa2b06572365321,2023-09-16,D,Alexa Grass,Valentina Shevchenko,UFC Women's Flyweight Title Bout,Decision - Split,5,5:00,5 Rnd (5-5-5-5-5),54of151,12of22,18of30,51of160,31of35,2of8,61of158,6of8,13of13,67of158,6of8,7of13,0.64,0.14,0.21,0.6,0.36,0.02,0.76,0.07,0.16,0.83,0.07,0.08
12,http://www.ufcstats.com/fight-details/697efaf0d162e877,http://www.ufcstats.com/event-details/8fa2b06572365321,2023-09-16,L,Kevin Holland,Jack Della Maddalen,Welterweight Bout,Decision - Split,3,5:00,3 Rnd (5-5-5),59of258,33of55,35of43,119of346,8of10,0of0,46of115,36of49,23of26,94of175,11of15,0of0,0.46,0.25,0.27,0.93,0.06,0.0,0.43,0.34,0.21,0.89,0.1,0.0
13,http://www.ufcstats.com/fight-details/c0ca4c201d086ea8,http://www.ufcstats.com/event-details/8fa2b06572365321,2023-09-16,W,Raul Rosas Jr.,Terrence Mitchel,Bantamweight Bout,KO/TKO,1,0:54,3 Rnd (5-5-5),17of29,1of1,0of0,6of11,1of2,11of17,5of18,1of1,0of0,6of19,0of0,0of0,0.94,0.05,0.0,0.33,0.05,0.61,0.83,0.16,0.0,1.0,0.0,0.0
14,http://www.ufcstats.com/fight-details/2e1435c160bfe8b2,http://www.ufcstats.com/event-details/8fa2b06572365321,2023-09-16,W,Daniel Zellhuber,Christos Giagos,Lightweight Bout,Submission,2,3:26,3 Rnd (5-5-5),18of75,11of19,7of7,35of100,1of1,0of0,25of63,3of7,10of12,36of79,2of3,0of0,0.5,0.3,0.19,0.97,0.02,0.0,0.65,0.07,0.26,0.94,0.05,0.0
15,http://www.ufcstats.com/fight-details/a5d76e93a5052e3f,http://www.ufcstats.com/event-details/8fa2b06572365321,2023-09-16,L,Fernando Padilla,Kyle Nelson,Featherweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),42of168,17of22,13of18,65of198,7of10,0of0,43of143,19of20,20of21,80of176,2of8,0of0,0.58,0.23,0.18,0.9,0.09,0.0,0.52,0.23,0.24,0.97,0.02,0.0
16,http://www.ufcstats.com/fight-details/79f03eca3fe5cdb3,http://www.ufcstats.com/event-details/8fa2b06572365321,2023-09-16,W,Loopy Godine,Elise Ree,Women's Strawweight Bout,Submission,2,3:38,3 Rnd (5-5-5),15of25,4of4,2of2,15of24,3of3,3of4,0of6,2of3,1of4,3of12,0of0,0of1,0.71,0.19,0.09,0.71,0.14,0.14,0.0,0.66,0.33,1.0,0.0,0.0
17,http://www.ufcstats.com/fight-details/7a0813ec0fadc84e,http://www.ufcstats.com/event-details/8fa2b06572365321,2023-09-16,W,Roman Kopylo,Josh Frem,Middleweight Bout,KO/TKO,2,4:44,3 Rnd (5-5-5),23of56,9of10,17of18,47of80,2of4,0of0,18of81,8of13,12of22,37of115,1of1,0of0,0.46,0.18,0.34,0.95,0.04,0.0,0.47,0.21,0.31,0.97,0.02,0.0
18,http://www.ufcstats.com/fight-details/5d3e046b6bcd49f5,http://www.ufcstats.com/event-details/8fa2b06572365321,2023-09-16,NC,Edgar Chairez,Daniel Lacerda,Flyweight Bout,Overturned,1,3:47,3 Rnd (5-5-5),0of6,2of3,10of11,12of20,0of0,0of0,1of8,1of3,2of3,3of12,0of0,1of2,0.0,0.16,0.83,1.0,0.0,0.0,0.25,0.25,0.5,0.75,0.0,0.25
19,http://www.ufcstats.com/fight-details/bcec26b425194e40,http://www.ufcstats.com/event-details/8fa2b06572365321,2023-09-16,W,Tracy Corte,Jasmine Jasudaviciu,Women's Flyweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),63of164,16of23,24of25,91of198,12of14,0of0,43of148,25of47,9of11,58of176,19of30,0of0,0.61,0.15,0.23,0.88,0.11,0.0,0.55,0.32,0.11,0.75,0.24,0.0
20,http://www.ufcstats.com/fight-details/58b2fdad7af9be02,http://www.ufcstats.com/event-details/8fa2b06572365321,2023-09-16,L,Alex Reyes,Charlie Campbell,Lightweight Bout,KO/TKO,1,3:38,3 Rnd (5-5-5),8of30,2of4,4of4,12of32,2of6,0of0,27of53,10of13,6of6,35of60,7of10,1of2,0.57,0.14,0.28,0.85,0.14,0.0,0.62,0.23,0.13,0.81,0.16,0.02
21,http://www.ufcstats.com/fight-details/11318a7807cee8ca,http://www.ufcstats.com/event-details/8fa2b06572365321,2023-09-16,W,Josefine Knutsson,Marnic Mann,Women's Strawweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),53of97,20of23,8of8,38of69,8of11,35of48,6of20,0of6,2of3,8of29,0of0,0of0,0.65,0.24,0.09,0.46,0.09,0.43,0.75,0.0,0.25,1.0,0.0,0.0
22,http://www.ufcstats.com/fight-details/7f16e7725245bb2d,http://www.ufcstats.com/event-details/ece280745f8727b8,2023-09-09,L,Israel Adesanya,Sean Stricklan,UFC Middleweight Title Bout,Decision - Unanimous,5,5:00,5 Rnd (5-5-5-5-5),22of154,38of60,34of57,94of271,0of0,0of0,85of186,45of62,7of11,121of235,11of14,5of10,0.23,0.4,0.36,1.0,0.0,0.0,0.62,0.32,0.05,0.88,0.08,0.03
23,http://www.ufcstats.com/fight-details/e4ed294e16e16d81,http://www.ufcstats.com/event-details/ece280745f8727b8,2023-09-09,L,Tai Tuivasa,Alexander Volkov,Heavyweight Bout,Submission,2,4:37,3 Rnd (5-5-5),4of31,7of9,17of27,26of65,2of2,0of0,65of110,18of21,10of12,72of115,3of3,18of25,0.14,0.25,0.6,0.92,0.07,0.0,0.69,0.19,0.1,0.77,0.03,0.19
24,http://www.ufcstats.com/fight-details/222bb2c67a87d312,http://www.ufcstats.com/event-details/ece280745f8727b8,2023-09-09,W,Manel Kape,Felipe dos Santos,Flyweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),77of137,24of30,11of15,92of149,6of9,14of24,53of215,28of60,18of29,94of292,4of8,1of4,0.68,0.21,0.09,0.82,0.05,0.12,0.53,0.28,0.18,0.94,0.04,0.01
25,http://www.ufcstats.com/fight-details/f9d2137f380e66bf,http://www.ufcstats.com/event-details/ece280745f8727b8,2023-09-09,W,Justin Tafa,Austen Lan,Heavyweight Bout,KO/TKO,1,1:22,3 Rnd (5-5-5),9of11,0of0,2of3,6of9,0of0,5of5,3of9,1of2,3of3,7of14,0of0,0of0,0.81,0.0,0.18,0.54,0.0,0.45,0.42,0.14,0.42,1.0,0.0,0.0
26,http://www.ufcstats.com/fight-details/3e1c27f17433f9e4,http://www.ufcstats.com/event-details/ece280745f8727b8,2023-09-09,W,Tyson Pedr,Anton Turkalj,Light Heavyweight Bout,KO/TKO,1,2:12,3 Rnd (5-5-5),12of24,1of2,3of3,15of28,0of0,1of1,3of13,1of1,4of10,6of21,2of3,0of0,0.75,0.06,0.18,0.93,0.0,0.06,0.37,0.12,0.5,0.75,0.25,0.0
27,http://www.ufcstats.com/fight-details/a3d75cc363a6544b,http://www.ufcstats.com/event-details/ece280745f8727b8,2023-09-09,W,Carlos Ulberg,Da Woon Jung,Light Heavyweight Bout,Submission,3,4:49,3 Rnd (5-5-5),50of119,20of23,11of12,59of126,8of9,14of19,14of59,12of20,32of41,55of115,3of5,0of0,0.61,0.24,0.13,0.72,0.09,0.17,0.24,0.2,0.55,0.94,0.05,0.0
28,http://www.ufcstats.com/fight-details/09a7f0979a58e6ea,http://www.ufcstats.com/event-details/ece280745f8727b8,2023-09-09,L,Jack Jenkins,Chepe Mariscal,Featherweight Bout,KO/TKO,2,3:19,3 Rnd (5-5-5),16of36,13of18,12of14,35of60,6of8,0of0,14of53,11of16,13of18,23of65,14of21,1of1,0.39,0.31,0.29,0.85,0.14,0.0,0.36,0.28,0.34,0.6,0.36,0.02
29,http://www.ufcstats.com/fight-details/0aae15358d8606b9,http://www.ufcstats.com/event-details/ece280745f8727b8,2023-09-09,W,Jamie Mullarke,John Makdessi,Lightweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),38of120,13of20,37of39,88of179,0of0,0of0,37of119,22of45,24of24,83of188,0of0,0of0,0.43,0.14,0.42,1.0,0.0,0.0,0.44,0.26,0.28,1.0,0.0,0.0
30,http://www.ufcstats.com/fight-details/bfff5a3777841344,http://www.ufcstats.com/event-details/ece280745f8727b8,2023-09-09,W,Nasrat Haqparas,Landon Quinones,Lightweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),114of304,57of73,0of0,161of361,10of16,0of0,79of273,37of46,32of35,137of340,11of14,0of0,0.66,0.33,0.0,0.94,0.05,0.0,0.53,0.25,0.21,0.92,0.07,0.0
31,http://www.ufcstats.com/fight-details/56809feb4fe7ea61,http://www.ufcstats.com/event-details/ece280745f8727b8,2023-09-09,L,Blood Diamon,Charles Radtke,Welterweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),19of58,19of28,6of8,19of58,25of36,0of0,31of72,4of4,0of0,27of59,8of17,0of0,0.43,0.43,0.13,0.43,0.56,0.0,0.88,0.11,0.0,0.77,0.22,0.0
32,http://www.ufcstats.com/fight-details/5d481ff494bf40da,http://www.ufcstats.com/event-details/ece280745f8727b8,2023-09-09,L,Shane Young,Gabriel Miranda,Featherweight Bout,Submission,1,0:59,3 Rnd (5-5-5),0of2,1of2,0of0,1of4,0of0,0of0,0of2,1of2,1of2,2of6,0of0,0of0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.5,0.5,1.0,0.0,0.0
33,http://www.ufcstats.com/fight-details/65c89e0c92e51bb8,http://www.ufcstats.com/event-details/ece280745f8727b8,2023-09-09,W,Kevin Jousset,Kiefer Crosbie,Welterweight Bout,Submission,1,4:49,3 Rnd (5-5-5),18of44,4of5,7of9,25of54,4of4,0of0,20of37,9of12,10of10,36of52,3of7,0of0,0.62,0.13,0.24,0.86,0.13,0.0,0.51,0.23,0.25,0.92,0.07,0.0
34,http://www.ufcstats.com/fight-details/ea006bae605e2a6b,http://www.ufcstats.com/event-details/ef61d9f5176b3200,2023-09-02,W,Ciryl Gane,Serghei Spivac,Heavyweight Bout,KO/TKO,2,3:44,5 Rnd (5-5-5-5-5),48of85,39of49,22of22,105of152,4of4,0of0,7of38,2of3,2of3,11of44,0of0,0of0,0.44,0.35,0.2,0.96,0.03,0.0,0.63,0.18,0.18,1.0,0.0,0.0
35,http://www.ufcstats.com/fight-details/4eaf54ad3c82b6fa,http://www.ufcstats.com/event-details/ef61d9f5176b3200,2023-09-02,W,Manon Fiorot,Rose Namajunas,Women's Flyweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),39of197,15of22,4of6,53of214,4of10,1of1,32of107,15of26,13of17,59of148,1of2,0of0,0.67,0.25,0.06,0.91,0.06,0.01,0.53,0.25,0.21,0.98,0.01,0.0
36,http://www.ufcstats.com/fight-details/dfa8fd0b82b37fa1,http://www.ufcstats.com/event-details/ef61d9f5176b3200,2023-09-02,W,Benoit Saint Denis,Thiago Moise,Lightweight Bout,KO/TKO,2,4:44,3 Rnd (5-5-5),49of123,28of34,24of25,42of71,10of14,49of97,12of46,10of14,2of2,23of59,1of3,0of0,0.48,0.27,0.23,0.41,0.09,0.48,0.5,0.41,0.08,0.95,0.04,0.0
37,http://www.ufcstats.com/fight-details/5098d052525da54f,http://www.ufcstats.com/event-details/ef61d9f5176b3200,2023-09-02,W,Volkan Oezdemir,Bogdan Guskov,Light Heavyweight Bout,Submission,1,3:46,3 Rnd (5-5-5),19of37,1of2,6of7,15of32,1of1,10of13,7of23,1of1,0of1,8of24,0of1,0of0,0.73,0.03,0.23,0.57,0.03,0.38,0.87,0.12,0.0,1.0,0.0,0.0
38,http://www.ufcstats.com/fight-details/1c29c53ff032c5c1,http://www.ufcstats.com/event-details/ef61d9f5176b3200,2023-09-02,W,William Gomis,Yanis Ghemmouri,Featherweight Bout,KO/TKO,3,2:20,3 Rnd (5-5-5),10of30,6of15,36of43,47of82,5of6,0of0,0of24,7of11,21of38,24of69,4of4,0of0,0.19,0.11,0.69,0.9,0.09,0.0,0.0,0.25,0.75,0.85,0.14,0.0
39,http://www.ufcstats.com/fight-details/0d41a3fa5efef91b,http://www.ufcstats.com/event-details/ef61d9f5176b3200,2023-09-02,W,Morgan Charriere,Manolo Zecchini,Featherweight Bout,KO/TKO,1,3:51,3 Rnd (5-5-5),16of37,7of8,3of4,25of47,1of1,0of1,5of30,1of4,3of7,9of41,0of0,0of0,0.61,0.26,0.11,0.96,0.03,0.0,0.55,0.11,0.33,1.0,0.0,0.0
40,http://www.ufcstats.com/fight-details/1b9a127f9dadaad9,http://www.ufcstats.com/event-details/ef61d9f5176b3200,2023-09-02,W,Taylor Lapilus,Caolan Loughran,Bantamweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),59of133,18of23,7of7,76of150,7of12,1of1,28of100,13of23,7of9,44of125,3of6,1of1,0.7,0.21,0.08,0.9,0.08,0.01,0.58,0.27,0.14,0.91,0.06,0.02
41,http://www.ufcstats.com/fight-details/1be27d95bba03f17,http://www.ufcstats.com/event-details/ef61d9f5176b3200,2023-09-02,W,Ange Loosa,Rhys McKee,Welterweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),71of144,19of29,8of9,45of103,32of51,21of28,48of145,19of25,10of13,70of172,5of8,2of3,0.72,0.19,0.08,0.45,0.32,0.21,0.62,0.24,0.12,0.9,0.06,0.02
42,http://www.ufcstats.com/fight-details/e3a5a7ede88a2555,http://www.ufcstats.com/event-details/ef61d9f5176b3200,2023-09-02,W,Nora Cornoll,Joselyne Edwards,Women's Bantamweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),12of37,17of24,11of16,17of39,23of38,0of0,6of20,8of9,4of13,14of35,4of6,0of1,0.3,0.42,0.27,0.42,0.57,0.0,0.33,0.44,0.22,0.77,0.22,0.0
43,http://www.ufcstats.com/fight-details/ac73c6888ee9322c,http://www.ufcstats.com/event-details/ef61d9f5176b3200,2023-09-02,W,Farid Basharat,Kleydson Rodrigues,Bantamweight Bout,Submission,1,4:15,3 Rnd (5-5-5),2of3,2of2,0of1,0of1,1of1,3of4,3of4,2of2,2of2,4of5,1of1,2of2,0.5,0.5,0.0,0.0,0.25,0.75,0.42,0.28,0.28,0.57,0.14,0.28
44,http://www.ufcstats.com/fight-details/2a48d0a98c21e736,http://www.ufcstats.com/event-details/ef61d9f5176b3200,2023-09-02,L,Zarah Fairn,Jacqueline Cavalcant,Catch Weight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),25of241,8of12,6of6,39of258,0of1,0of0,43of127,20of22,63of72,116of209,10of12,0of0,0.64,0.2,0.15,1.0,0.0,0.0,0.34,0.15,0.5,0.92,0.07,0.0
45,http://www.ufcstats.com/fight-details/96704d7ba3a452d9,http://www.ufcstats.com/event-details/89a407032911e27e,2023-08-26,W,Max Holloway,Chan Sung Jung,Featherweight Bout,KO/TKO,3,0:23,5 Rnd (5-5-5-5-5),34of77,31of35,10of16,71of124,1of1,3of3,25of110,6of8,3of6,34of122,0of2,0of0,0.45,0.41,0.13,0.94,0.01,0.04,0.73,0.17,0.08,1.0,0.0,0.0
46,http://www.ufcstats.com/fight-details/c53b0f678fe2f16a,http://www.ufcstats.com/event-details/89a407032911e27e,2023-08-26,W,Anthony Smith,Ryan Spann,Light Heavyweight Bout,Decision - Split,3,5:00,3 Rnd (5-5-5),44of92,12of15,35of40,90of146,1of1,0of0,39of158,14of23,6of6,50of174,0of0,9of13,0.48,0.13,0.38,0.98,0.01,0.0,0.66,0.23,0.1,0.84,0.0,0.15
47,http://www.ufcstats.com/fight-details/dd617f6ab4916ec4,http://www.ufcstats.com/event-details/89a407032911e27e,2023-08-26,W,Giga Chikadze,Alex Caceres,Featherweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),25of83,22of38,18of20,65of139,0of2,0of0,25of110,25of44,12of14,62of168,0of0,0of0,0.38,0.33,0.27,1.0,0.0,0.0,0.4,0.4,0.19,1.0,0.0,0.0
48,http://www.ufcstats.com/fight-details/de89bea7b0dcd2d3,http://www.ufcstats.com/event-details/89a407032911e27e,2023-08-26,W,Rinya Nakamura,Fernie Garci,Bantamweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),16of31,10of13,10of13,25of44,0of0,11of13,9of53,4of7,2of6,13of63,0of1,2of2,0.44,0.27,0.27,0.69,0.0,0.3,0.6,0.26,0.13,0.86,0.0,0.13
49,http://www.ufcstats.com/fight-details/5531317352862978,http://www.ufcstats.com/event-details/89a407032911e27e,2023-08-26,W,Erin Blanchfield,Taila Santo,Women's Flyweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),37of99,18of23,6of6,43of102,17of24,1of2,28of118,9of15,18of18,46of133,9of18,0of0,0.6,0.29,0.09,0.7,0.27,0.01,0.5,0.16,0.32,0.83,0.16,0.0
50,http://www.ufcstats.com/fight-details/f7bc845ce74f5fe7,http://www.ufcstats.com/event-details/89a407032911e27e,2023-08-26,W,Junior Tafa,Parker Porte,Heavyweight Bout,KO/TKO,1,1:24,3 Rnd (5-5-5),7of12,1of1,0of0,4of7,4of6,0of0,2of9,0of0,0of0,2of9,0of0,0of0,0.87,0.12,0.0,0.5,0.5,0.0,1.0,0.0,0.0,1.0,0.0,0.0
51,http://www.ufcstats.com/fight-details/bfc9989751bd0d04,http://www.ufcstats.com/event-details/89a407032911e27e,2023-08-26,W,Waldo Cortes-Acosta,Lukasz Brzeski,Heavyweight Bout,KO/TKO,1,3:01,3 Rnd (5-5-5),9of36,3of5,3of4,12of42,3of3,0of0,1of7,3of3,10of12,14of22,0of0,0of0,0.6,0.2,0.2,0.8,0.2,0.0,0.07,0.21,0.71,1.0,0.0,0.0
52,http://www.ufcstats.com/fight-details/48231fbd1af53674,http://www.ufcstats.com/event-details/89a407032911e27e,2023-08-26,L,Toshiomi Kazam,Garrett Armfiel,Bantamweight Bout,KO/TKO,1,4:16,3 Rnd (5-5-5),8of24,3of3,4of4,15of30,0of1,0of0,36of67,9of10,0of0,40of68,0of0,5of9,0.53,0.2,0.26,1.0,0.0,0.0,0.8,0.2,0.0,0.88,0.0,0.11
53,http://www.ufcstats.com/fight-details/293c5f4c9aca5c54,http://www.ufcstats.com/event-details/89a407032911e27e,2023-08-26,L,Chidi Njokuani,Michal Oleksiejczuk,Middleweight Bout,KO/TKO,1,4:16,3 Rnd (5-5-5),7of21,18of32,4of4,19of37,10of20,0of0,31of59,12of12,1of1,17of36,4of5,23of31,0.24,0.62,0.13,0.65,0.34,0.0,0.7,0.27,0.02,0.38,0.09,0.52
54,http://www.ufcstats.com/fight-details/da6b863cf684e0ae,http://www.ufcstats.com/event-details/89a407032911e27e,2023-08-26,W,Song Kenan,Rolando Bedoya,Welterweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),54of118,16of24,5of7,68of140,6of8,1of1,36of146,27of49,49of63,104of245,8of13,0of0,0.72,0.21,0.06,0.9,0.08,0.01,0.32,0.24,0.43,0.92,0.07,0.0
55,http://www.ufcstats.com/fight-details/977250a28d3b8a3f,http://www.ufcstats.com/event-details/89a407032911e27e,2023-08-26,W,Billy Gof,Yusaku Kinoshit,Welterweight Bout,KO/TKO,1,3:49,3 Rnd (5-5-5),13of47,13of20,14of18,36of78,2of2,2of5,15of48,2of5,0of0,17of52,0of1,0of0,0.32,0.32,0.35,0.9,0.05,0.05,0.88,0.11,0.0,1.0,0.0,0.0
56,http://www.ufcstats.com/fight-details/23865dfc8361ac62,http://www.ufcstats.com/event-details/89a407032911e27e,2023-08-26,L,Liang Na,JJ Aldric,Women's Flyweight Bout,KO/TKO,2,4:49,3 Rnd (5-5-5),7of30,3of8,1of3,9of36,2of5,0of0,46of63,1of2,0of0,9of18,1of2,37of45,0.63,0.27,0.09,0.81,0.18,0.0,0.97,0.02,0.0,0.19,0.02,0.78
57,http://www.ufcstats.com/fight-details/b65b37c0e00074d9,http://www.ufcstats.com/event-details/89a407032911e27e,2023-08-26,W,SeungWoo Choi,Jarno Erren,Featherweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),22of69,8of15,26of31,51of107,2of3,3of5,13of47,6of14,11of15,30of73,0of2,0of1,0.39,0.14,0.46,0.91,0.03,0.05,0.43,0.2,0.36,1.0,0.0,0.0
58,http://www.ufcstats.com/fight-details/ee796ecb4ee8680b,http://www.ufcstats.com/event-details/2719f300b0439039,2023-08-19,L,Aljamain Sterling,Sean O'Malley,UFC Bantamweight Title Bout,KO/TKO,2,0:51,5 Rnd (5-5-5-5-5),3of12,3of10,11of13,16of33,1of2,0of0,18of25,6of9,1of1,10of16,1of1,14of18,0.17,0.17,0.64,0.94,0.05,0.0,0.72,0.24,0.04,0.4,0.04,0.56
59,http://www.ufcstats.com/fight-details/845e38dfbfea6e53,http://www.ufcstats.com/event-details/2719f300b0439039,2023-08-19,W,Zhang Weili,Amanda Lemo,UFC Women's Strawweight Title Bout,Decision - Unanimous,5,5:00,5 Rnd (5-5-5-5-5),106of150,37of42,20of25,50of77,17of18,96of122,19of57,3of4,2of2,23of61,1of2,0of0,0.65,0.22,0.12,0.3,0.1,0.58,0.79,0.12,0.08,0.95,0.04,0.0
60,http://www.ufcstats.com/fight-details/78d2c01dc963f204,http://www.ufcstats.com/event-details/2719f300b0439039,2023-08-19,L,Neil Magny,Ian Garry,Welterweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),10of41,7of11,10of14,25of61,2of5,0of0,32of90,16of17,43of43,84of140,4of5,3of5,0.37,0.25,0.37,0.92,0.07,0.0,0.35,0.17,0.47,0.92,0.04,0.03
61,http://www.ufcstats.com/fight-details/fd4d30036a3f3efb,http://www.ufcstats.com/event-details/2719f300b0439039,2023-08-19,L,Da'Mon Blackshear,Mario Bautist,Bantamweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),48of123,22of30,20of21,52of129,37of42,1of3,48of103,21of22,10of12,51of101,24of30,4of6,0.53,0.24,0.22,0.57,0.41,0.01,0.6,0.26,0.12,0.64,0.3,0.05
